tcp_packets,dist_port_tcp,external_ips,vulume_bytes,udp_packets,source_app_packets,remote_app_packets,source_app_bytes,remote_app_bytes,source_app_packets.1,dns_query_times,type
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,420,0,28,24,1848,2268,28,24,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
40,0,1,7705,0,42,34,4930,7849,42,2,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
0,0,1,1296,0,32,20,1600,2896,32,20,malicious
0,0,0,0,0,24,24,1848,1848,24,24,malicious
12,0,2,1536,0,17,15,1945,1914,17,5,malicious
409,89,19,66278,0,728,399,113098,91415,728,319,malicious
11,0,2,1009,0,13,6,956,1161,13,2,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
5,0,1,391,0,6,5,1809,467,6,1,malicious
0,0,1,648,0,14,8,640,1288,14,8,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
0,0,1,105,0,25,24,1848,1953,25,24,malicious
0,0,1,1188,0,27,16,1280,2468,27,16,malicious
0,0,1,1404,0,37,24,1920,3324,37,24,malicious
0,0,1,756,0,19,12,960,1716,19,12,malicious
6,0,1,1543,0,8,7,1028,1691,8,2,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
0,0,1,1836,0,41,20,1600,3756,41,24,malicious
6,0,1,755,0,8,7,829,905,8,2,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
11,0,2,1474,0,13,12,1896,1617,13,2,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
60,0,2,11270,0,76,60,7695,12017,76,10,malicious
5,0,1,1124,0,6,6,1033,1211,6,1,malicious
0,0,1,972,0,21,12,960,1932,21,12,malicious
179,0,2,20923,0,181,171,73276,21072,181,2,malicious
0,0,1,1188,0,31,20,1600,2788,31,20,malicious
0,0,1,1188,0,31,20,1600,2788,31,20,malicious
0,0,1,1296,0,32,20,1600,2896,32,20,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
5,0,1,1116,0,6,6,1033,1203,6,1,malicious
0,0,1,1512,0,38,24,1920,3432,38,24,malicious
0,0,0,0,0,2,68,6425,150,2,2,malicious
67,0,2,8963,0,71,52,5439,9256,71,4,malicious
0,0,1,1188,0,27,16,1280,2468,27,16,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
181,0,2,33428,0,184,152,18741,33652,184,3,malicious
601,0,13,110110,0,867,569,112798,131194,867,266,malicious
0,0,0,0,0,3,3,392,214,3,3,malicious
0,0,0,0,0,12,12,924,924,12,12,malicious
24,12,2,2419,0,26,12,1689,2565,26,2,malicious
76,0,2,10072,0,83,59,6187,10593,83,7,malicious
0,0,1,1188,0,31,20,1600,2788,31,20,malicious
124,0,1,9176,0,125,1,143,9256,125,1,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
9,0,2,716,0,11,9,3308,873,11,2,malicious
605,0,5,95999,0,643,523,48994,97977,643,25,malicious
0,0,0,0,0,3,3,393,213,3,3,malicious
0,0,1,1155,0,31,20,1540,2695,31,20,malicious
50,0,4,5664,0,55,47,6438,6042,55,5,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
6,0,1,444,0,10,4,651,741,10,4,malicious
0,0,1,1188,0,31,20,1600,2788,31,20,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
0,0,1,105,0,25,24,1848,1953,25,24,malicious
0,0,0,0,0,1,1,131,71,1,1,malicious
15,0,1,1272,0,16,22,19936,1347,16,1,malicious
66,0,1,4884,0,69,3,423,5127,69,3,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
0,0,0,0,0,3,3,410,217,3,3,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,648,0,14,8,640,1288,14,8,malicious
744,0,2,167891,0,749,735,86547,168260,749,5,malicious
581,0,5,93080,0,622,510,47641,95058,622,25,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,0,0,0,1,1,215,75,1,1,malicious
66,0,1,4884,0,69,3,423,5127,69,3,malicious
6,0,2,1524,0,33,17,1514,2879,33,17,malicious
54,0,3,11273,0,86,70,11145,12776,86,19,malicious
12,0,2,1801,0,16,9,1386,2101,16,4,malicious
627,0,4,99119,0,632,531,49978,99497,632,5,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
12,0,4,3752,12,28,15,2596,4040,28,4,malicious
0,0,1,1188,0,31,20,1600,2788,31,20,malicious
8,0,2,656,0,10,7,3200,813,10,2,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
22,0,3,2236,0,26,15,2070,2537,26,4,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
0,0,1,630,0,18,12,924,1554,18,12,malicious
513,0,13,93696,0,776,479,103855,114556,776,263,malicious
18,12,2,1975,0,21,13,1824,2193,21,3,malicious
0,0,1,432,0,12,8,640,1072,12,8,malicious
0,0,1,648,0,14,8,640,1288,14,8,malicious
13,0,2,1483,0,15,13,3524,1640,15,2,malicious
0,0,0,0,0,24,24,1848,1848,24,24,malicious
132,0,1,9768,0,136,4,572,10088,136,4,malicious
0,0,0,0,0,3,3,397,213,3,3,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,0,0,0,24,24,1848,1848,24,24,malicious
186,0,2,33718,0,189,156,19233,33942,189,3,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
0,0,0,0,0,1,1,135,71,1,1,malicious
0,0,0,0,0,2,2,296,162,2,2,malicious
43,0,4,5696,0,48,41,5434,6067,48,5,malicious
6,0,1,444,0,7,1,170,519,7,1,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,1188,0,35,24,1920,3108,35,24,malicious
597,0,13,105888,0,863,568,112902,126986,863,266,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
50,0,1,8560,0,51,41,5459,8632,51,1,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
0,0,0,0,0,24,24,1848,1848,24,24,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
0,0,0,0,0,2,2,430,150,2,2,malicious
588,0,15,121764,0,849,556,106332,142442,849,261,malicious
29,0,2,4604,0,34,29,4431,4975,34,5,malicious
63,0,2,9110,0,69,58,6051,9555,69,6,malicious
56,0,1,8922,0,57,47,5447,8994,57,1,malicious
7,0,1,582,0,8,7,2953,663,8,1,malicious
66,0,1,4884,0,68,2,282,5046,68,2,malicious
0,0,0,0,0,3,3,393,213,3,3,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
0,0,1,1404,0,33,20,1600,3004,33,20,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
5,0,2,1574,0,32,21,2200,2923,32,17,malicious
0,0,1,1404,0,33,20,1600,3004,33,20,malicious
4,4,1,328,0,6,12,1105,496,6,2,malicious
66,0,1,4884,0,71,5,705,5289,71,5,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
13,0,3,3632,0,44,29,3167,5067,44,18,malicious
103,25,4,14668,0,108,75,33538,15059,108,5,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
0,0,0,0,0,4,4,543,299,4,4,malicious
0,0,0,0,0,5,47,4584,368,5,5,malicious
26,0,1,3699,0,27,36,24376,3774,27,1,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
9,0,1,666,0,11,2,266,814,11,2,malicious
0,0,0,0,0,1,1,131,71,1,1,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,1188,0,31,20,1600,2788,31,20,malicious
0,0,1,1512,0,38,24,1920,3432,38,24,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
6,0,2,1632,0,34,17,1514,2987,34,17,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
5,0,1,328,0,6,4,313,415,6,1,malicious
124,0,1,9176,0,128,4,572,9496,128,4,malicious
0,0,1,1620,0,39,20,1600,3540,39,24,malicious
0,0,0,0,0,5,5,659,355,5,5,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
1001,0,2,226774,0,1005,977,114927,227072,1005,4,malicious
34,28,2,2580,0,37,11,1052,2809,37,3,malicious
130,0,1,9620,0,135,5,715,10020,135,5,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
15,0,3,1601,0,18,16,2950,1845,18,3,malicious
4,0,1,296,0,5,1,247,384,5,1,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
593,0,13,119227,0,861,560,113065,140479,861,268,malicious
50,0,1,8566,0,51,41,5459,8638,51,1,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
0,0,0,0,0,2,2,270,142,2,2,malicious
0,0,1,1728,0,36,20,1600,3328,36,20,malicious
7,0,2,3505,0,26,19,1894,4538,26,13,malicious
63,0,2,7798,0,65,43,14045,7944,65,2,malicious
0,0,1,2916,0,67,36,2880,6116,67,40,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
12,0,4,3749,12,28,15,2596,4037,28,4,malicious
0,0,1,648,0,14,8,640,1288,14,8,malicious
6,0,1,444,0,7,1,141,525,7,1,malicious
39,0,3,3435,0,42,41,35915,3656,42,3,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
24,0,1,1776,0,25,1,143,1856,25,1,malicious
0,0,1,1080,0,26,16,1280,2360,26,16,malicious
11,0,1,814,0,12,1,141,895,12,1,malicious
0,0,1,1080,0,30,20,1600,2680,30,20,malicious
0,0,1,1296,0,32,20,1600,2896,32,20,malicious
29,0,2,4590,0,34,30,5003,4961,34,5,malicious
0,0,1,1620,0,35,20,1600,3220,35,20,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
251,0,1,33498,0,252,168,88293,33572,252,1,malicious
26,0,3,3214,0,31,25,7625,3589,31,5,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
275,0,1,36694,0,276,184,96737,36768,276,1,malicious
258,0,1,34357,0,259,173,90941,34431,259,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
74,0,4,9681,0,78,63,7572,9982,78,4,malicious
35,0,2,6184,0,37,34,5414,6334,37,2,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
67,0,4,7314,0,71,48,5583,7615,71,4,malicious
26,0,3,2462,0,31,25,9917,2837,31,5,malicious
26,0,3,2462,0,31,25,9963,2837,31,5,malicious
280,0,2,37050,0,282,186,97521,37212,282,2,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
50,0,1,8572,0,51,41,5459,8644,51,1,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
30,0,3,2702,0,35,29,7818,3077,35,5,malicious
6,0,1,551,0,7,5,2129,624,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
20,0,2,2609,0,24,20,4200,2910,24,4,malicious
8,0,2,844,0,10,7,1339,1008,10,2,malicious
26,0,3,3294,0,31,25,9940,3669,31,5,malicious
20,0,2,2593,0,24,20,7615,2894,24,4,malicious
38,0,2,6815,0,40,37,5750,6965,40,2,malicious
0,0,0,0,0,2,2,257,143,2,2,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
3,0,1,222,0,4,1,242,305,4,1,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
75,0,4,9134,0,79,59,6887,9435,79,4,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
11,0,2,1263,0,13,10,3511,1412,13,2,malicious
8,0,2,847,0,10,7,1339,1011,10,2,malicious
252,0,1,33558,0,255,171,89100,33776,255,3,malicious
79,42,4,8828,0,86,59,22901,9373,86,7,malicious
6,0,1,444,0,7,1,234,519,7,1,malicious
20,0,2,2593,0,24,20,6492,2894,24,4,malicious
3,0,1,222,0,4,1,242,305,4,1,malicious
4,0,1,296,0,5,1,247,384,5,1,malicious
252,0,2,33310,0,254,170,88848,33457,254,2,malicious
20,0,2,2609,0,24,20,6515,2910,24,4,malicious
4,0,2,1700,0,34,17,1527,3068,34,17,malicious
6,0,1,768,0,7,5,641,843,7,1,malicious
6,0,2,1435,0,15,9,1099,1838,15,5,malicious
26,0,3,2462,0,31,25,7602,2837,31,5,malicious
17,0,1,3219,0,18,17,1913,3296,18,1,malicious
26,0,3,3242,0,31,25,9940,3617,31,5,malicious
5,0,1,510,0,6,5,841,592,6,1,malicious
0,0,0,0,0,1,7,688,69,1,1,malicious
0,0,0,0,0,1,7,688,69,1,1,malicious
0,0,0,0,0,1,7,688,69,1,1,malicious
0,0,0,0,0,1,7,688,69,1,1,malicious
0,0,0,0,0,1,7,688,69,1,1,malicious
40,0,3,3594,0,46,26,5120,4073,46,6,malicious
59,0,3,5791,0,62,49,27603,6020,62,3,malicious
38,0,3,4160,0,43,38,5269,4553,43,5,malicious
37,0,3,3372,0,42,25,4609,3773,42,5,malicious
0,0,0,0,0,1,1,135,71,1,1,malicious
0,0,0,0,0,1,1,135,71,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,1,412,0,8,4,300,712,8,4,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
12,12,1,888,0,13,1,129,966,13,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
6,0,1,444,0,6,0,0,444,6,0,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
12,12,1,888,0,13,1,129,966,13,1,malicious
0,0,0,0,0,1,1,151,78,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,1,412,0,8,4,300,712,8,4,malicious
6,0,1,444,0,6,0,0,444,6,0,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,1,412,0,8,4,300,712,8,4,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
6,0,1,444,0,6,0,0,444,6,0,malicious
6,0,1,444,0,6,0,0,444,6,0,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,151,78,1,1,malicious
0,0,0,0,0,4,4,300,300,4,4,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,1,412,0,8,4,300,712,8,4,malicious
12,12,1,888,0,13,1,129,966,13,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,151,78,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
6,0,1,444,0,6,0,0,444,6,0,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,4,4,300,300,4,4,malicious
12,12,1,888,0,13,1,129,966,13,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
12,12,1,888,0,13,1,129,966,13,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
0,0,0,0,0,4,4,300,300,4,4,malicious
0,0,1,412,0,8,4,300,712,8,4,malicious
12,12,1,888,0,13,1,129,966,13,1,malicious
6,0,1,444,0,6,0,0,444,6,0,malicious
0,0,0,0,0,1,1,147,74,1,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
18,0,1,1332,0,19,1,186,1405,19,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
0,0,0,0,0,1,1,150,77,1,1,malicious
0,0,0,0,0,3,3,450,231,3,3,malicious
0,0,0,0,0,1,1,150,77,1,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
0,0,0,0,0,1,1,150,77,1,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
0,0,0,0,0,1,1,150,77,1,1,malicious
13,0,2,2083,0,18,16,1998,2462,18,5,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
482,6,13,73985,0,502,595,606896,75518,502,20,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
18,0,1,1332,0,20,2,372,1478,20,2,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
29,0,3,5024,0,35,30,5636,5465,35,6,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
12,0,1,888,0,13,1,185,960,13,1,malicious
28,0,3,4972,0,33,28,5639,5343,33,5,malicious
195,0,1,17951,0,196,295,391920,18028,196,1,malicious
0,0,0,0,0,1,7,3646,82,1,1,malicious
0,0,0,0,0,1,7,694,75,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
5,0,1,370,0,10,5,729,738,10,5,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,138,78,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
4,0,1,296,0,10,6,882,734,10,6,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,138,78,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,4,4,597,305,4,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,138,78,1,1,malicious
4,0,1,296,0,8,4,593,592,8,4,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
0,0,0,0,0,1,1,144,71,1,1,malicious
12,12,2,888,0,13,1,350,966,13,1,malicious
305,12,5,33353,0,310,312,197201,33728,310,5,malicious
12,12,2,888,0,14,2,493,1039,14,2,malicious
3,0,1,222,0,3,0,0,222,3,0,malicious
3,0,1,222,0,3,0,0,222,3,0,malicious
22,22,1,1628,0,23,1,170,1706,23,1,malicious
24,24,1,1776,0,25,1,170,1854,25,1,malicious
20,0,1,2644,0,21,19,11975,2720,21,1,malicious
21,0,3,2335,0,24,13,1625,2558,24,3,malicious
0,0,1,424,0,8,4,312,736,8,4,malicious
17,0,2,1695,0,21,18,3018,2022,21,4,malicious
27,0,1,5119,0,28,24,2071,5194,28,1,malicious
195,0,8,21051,0,206,232,228130,21918,206,11,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
17,0,1,1258,0,18,1,234,1333,18,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
17,0,1,1258,0,18,1,234,1333,18,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
17,0,1,1258,0,18,1,234,1333,18,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
18,0,1,1332,0,19,1,234,1407,19,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
0,0,0,0,0,1,1,148,75,1,1,malicious
17,0,1,1258,0,18,1,234,1333,18,1,malicious
27,0,3,2444,0,39,30,6436,3026,39,8,malicious
20,20,1,1480,0,21,1,189,1552,21,1,malicious
63,63,1,4662,0,64,1,189,4734,64,1,malicious
20,20,1,1480,0,21,1,357,1552,21,1,malicious
9,9,2,942,0,14,4,992,1242,14,4,malicious
9,9,1,666,0,12,3,744,891,12,3,malicious
